 Loading feature files...
 <s> = 1
 </s> = 2
 All scenes loaded.
 Hyperparameters:Namespace(LR=0.01, alternatives=1, batch_size=100, dec='LSTM', dropout=0.0, epochs=20, hidden_sz=200, load=None, log_interval=10, model='s0', no_cuda=False, save=None, seed=1)
 Speaker0: Speaker0Model(
  (scene_encoder): LinearSceneEncoder(
    (fc): Linear(in_features=280, out_features=200)
  )
  (string_decoder): LSTMStringDecoder(
    (embedding): Embedding(1063, 200)
    (lstm): LSTM(200, 200, num_layers=2, batch_first=True)
    (linear): Linear(in_features=200, out_features=1063)
    (dropout): Dropout(p=0.0)
  )
)
 Training Speaker0...
 Epoch [1/20], Step[0/483], loss: 6.9029
 Epoch [1/20], Step[10/483], loss: 2.0363
 Epoch [1/20], Step[20/483], loss: 1.9628
 Epoch [1/20], Step[30/483], loss: 1.6426
 Epoch [1/20], Step[40/483], loss: 1.6397
 Epoch [1/20], Step[50/483], loss: 1.6471
 Epoch [1/20], Step[60/483], loss: 1.6950
 Epoch [1/20], Step[70/483], loss: 1.4124
 Epoch [1/20], Step[80/483], loss: 1.6254
 Epoch [1/20], Step[90/483], loss: 1.1042
 Epoch [1/20], Step[100/483], loss: 1.0770
 Epoch [1/20], Step[110/483], loss: 1.2715
 Epoch [1/20], Step[120/483], loss: 1.3167
 Epoch [1/20], Step[130/483], loss: 1.0891
 Epoch [1/20], Step[140/483], loss: 1.2601
 Epoch [1/20], Step[150/483], loss: 1.3121
 Epoch [1/20], Step[160/483], loss: 1.4362
 Epoch [1/20], Step[170/483], loss: 0.9383
 Epoch [1/20], Step[180/483], loss: 1.2819
 Epoch [1/20], Step[190/483], loss: 1.2501
 Epoch [1/20], Step[200/483], loss: 0.8925
 Epoch [1/20], Step[210/483], loss: 1.1346
 Epoch [1/20], Step[220/483], loss: 1.0026
 Epoch [1/20], Step[230/483], loss: 0.8816
 Epoch [1/20], Step[240/483], loss: 1.1363
 Epoch [1/20], Step[250/483], loss: 1.1530
 Epoch [1/20], Step[260/483], loss: 0.7520
 Epoch [1/20], Step[270/483], loss: 1.0989
 Epoch [1/20], Step[280/483], loss: 0.9408
 Epoch [1/20], Step[290/483], loss: 0.8074
 Epoch [1/20], Step[300/483], loss: 1.1380
 Epoch [1/20], Step[310/483], loss: 1.1145
 Epoch [1/20], Step[320/483], loss: 1.1723
 Epoch [1/20], Step[330/483], loss: 1.0647
 Epoch [1/20], Step[340/483], loss: 1.0926
 Epoch [1/20], Step[350/483], loss: 1.0801
 Epoch [1/20], Step[360/483], loss: 0.8196
 Epoch [1/20], Step[370/483], loss: 0.7056
 Epoch [1/20], Step[380/483], loss: 0.9284
 Epoch [1/20], Step[390/483], loss: 1.0605
 Epoch [1/20], Step[400/483], loss: 0.9826
 Epoch [1/20], Step[410/483], loss: 0.7882
 Epoch [1/20], Step[420/483], loss: 0.9877
 Epoch [1/20], Step[430/483], loss: 0.9898
 Epoch [1/20], Step[440/483], loss: 0.9939
 Epoch [1/20], Step[450/483], loss: 0.8292
 Epoch [1/20], Step[460/483], loss: 1.1128
 Epoch [1/20], Step[470/483], loss: 1.1620
 Epoch [1/20], Step[480/483], loss: 0.6649
 ====> Epoch 1: Training loss: 589.1711
 ====> Epoch 1: Validation loss: 60.4017
 Epoch [2/20], Step[0/483], loss: 0.8536
 Epoch [2/20], Step[10/483], loss: 0.9708
 Epoch [2/20], Step[20/483], loss: 1.0608
 Epoch [2/20], Step[30/483], loss: 1.0077
 Epoch [2/20], Step[40/483], loss: 1.0466
 Epoch [2/20], Step[50/483], loss: 1.1128
 Epoch [2/20], Step[60/483], loss: 1.2125
 Epoch [2/20], Step[70/483], loss: 1.0754
 Epoch [2/20], Step[80/483], loss: 1.2308
 Epoch [2/20], Step[90/483], loss: 0.8264
 Epoch [2/20], Step[100/483], loss: 0.8443
 Epoch [2/20], Step[110/483], loss: 1.0273
 Epoch [2/20], Step[120/483], loss: 1.0896
 Epoch [2/20], Step[130/483], loss: 0.9031
 Epoch [2/20], Step[140/483], loss: 1.0374
 Epoch [2/20], Step[150/483], loss: 1.0195
 Epoch [2/20], Step[160/483], loss: 1.1789
 Epoch [2/20], Step[170/483], loss: 0.7821
 Epoch [2/20], Step[180/483], loss: 1.0771
 Epoch [2/20], Step[190/483], loss: 1.0599
 Epoch [2/20], Step[200/483], loss: 0.7622
 Epoch [2/20], Step[210/483], loss: 0.9704
 Epoch [2/20], Step[220/483], loss: 0.8553
 Epoch [2/20], Step[230/483], loss: 0.7598
 Epoch [2/20], Step[240/483], loss: 0.9581
 Epoch [2/20], Step[250/483], loss: 0.9791
 Epoch [2/20], Step[260/483], loss: 0.6329
 Epoch [2/20], Step[270/483], loss: 0.9328
 Epoch [2/20], Step[280/483], loss: 0.8178
 Epoch [2/20], Step[290/483], loss: 0.6763
 Epoch [2/20], Step[300/483], loss: 0.9673
 Epoch [2/20], Step[310/483], loss: 0.9665
 Epoch [2/20], Step[320/483], loss: 1.0256
 Epoch [2/20], Step[330/483], loss: 0.9313
 Epoch [2/20], Step[340/483], loss: 0.9545
 Epoch [2/20], Step[350/483], loss: 0.9175
 Epoch [2/20], Step[360/483], loss: 0.6949
 Epoch [2/20], Step[370/483], loss: 0.6205
 Epoch [2/20], Step[380/483], loss: 0.8285
 Epoch [2/20], Step[390/483], loss: 0.9387
 Epoch [2/20], Step[400/483], loss: 0.8674
 Epoch [2/20], Step[410/483], loss: 0.7056
 Epoch [2/20], Step[420/483], loss: 0.8640
 Epoch [2/20], Step[430/483], loss: 0.8868
 Epoch [2/20], Step[440/483], loss: 0.8596
 Epoch [2/20], Step[450/483], loss: 0.7268
 Epoch [2/20], Step[460/483], loss: 1.0067
 Epoch [2/20], Step[470/483], loss: 1.0251
 Epoch [2/20], Step[480/483], loss: 0.6027
 ====> Epoch 2: Training loss: 456.0157
 ====> Epoch 2: Validation loss: 56.0518
 Epoch [3/20], Step[0/483], loss: 0.7595
 Epoch [3/20], Step[10/483], loss: 0.8529
 Epoch [3/20], Step[20/483], loss: 0.9470
 Epoch [3/20], Step[30/483], loss: 0.9139
 Epoch [3/20], Step[40/483], loss: 0.9333
 Epoch [3/20], Step[50/483], loss: 0.9871
 Epoch [3/20], Step[60/483], loss: 1.0842
 Epoch [3/20], Step[70/483], loss: 0.9693
 Epoch [3/20], Step[80/483], loss: 1.1048
 Epoch [3/20], Step[90/483], loss: 0.7603
 Epoch [3/20], Step[100/483], loss: 0.7791
 Epoch [3/20], Step[110/483], loss: 0.9379
 Epoch [3/20], Step[120/483], loss: 0.9831
 Epoch [3/20], Step[130/483], loss: 0.8277
 Epoch [3/20], Step[140/483], loss: 0.9500
 Epoch [3/20], Step[150/483], loss: 0.9288
 Epoch [3/20], Step[160/483], loss: 1.0678
 Epoch [3/20], Step[170/483], loss: 0.7161
 Epoch [3/20], Step[180/483], loss: 0.9851
 Epoch [3/20], Step[190/483], loss: 0.9892
 Epoch [3/20], Step[200/483], loss: 0.7048
 Epoch [3/20], Step[210/483], loss: 0.8912
 Epoch [3/20], Step[220/483], loss: 0.7889
 Epoch [3/20], Step[230/483], loss: 0.7247
 Epoch [3/20], Step[240/483], loss: 0.8773
 Epoch [3/20], Step[250/483], loss: 0.9260
 Epoch [3/20], Step[260/483], loss: 0.5844
 Epoch [3/20], Step[270/483], loss: 0.8794
 Epoch [3/20], Step[280/483], loss: 0.7738
 Epoch [3/20], Step[290/483], loss: 0.6354
 Epoch [3/20], Step[300/483], loss: 0.9032
 Epoch [3/20], Step[310/483], loss: 0.8942
 Epoch [3/20], Step[320/483], loss: 0.9516
 Epoch [3/20], Step[330/483], loss: 0.8786
 Epoch [3/20], Step[340/483], loss: 0.8650
 Epoch [3/20], Step[350/483], loss: 0.8529
 Epoch [3/20], Step[360/483], loss: 0.6420
 Epoch [3/20], Step[370/483], loss: 0.5730
 Epoch [3/20], Step[380/483], loss: 0.7723
 Epoch [3/20], Step[390/483], loss: 0.8711
 Epoch [3/20], Step[400/483], loss: 0.8105
 Epoch [3/20], Step[410/483], loss: 0.6719
 Epoch [3/20], Step[420/483], loss: 0.8020
 Epoch [3/20], Step[430/483], loss: 0.8389
 Epoch [3/20], Step[440/483], loss: 0.8053
 Epoch [3/20], Step[450/483], loss: 0.6768
 Epoch [3/20], Step[460/483], loss: 0.9230
 Epoch [3/20], Step[470/483], loss: 0.9552
 Epoch [3/20], Step[480/483], loss: 0.5451
 ====> Epoch 3: Training loss: 418.8314
 ====> Epoch 3: Validation loss: 54.7212
 Epoch [4/20], Step[0/483], loss: 0.7204
 Epoch [4/20], Step[10/483], loss: 0.8184
 Epoch [4/20], Step[20/483], loss: 0.8803
 Epoch [4/20], Step[30/483], loss: 0.8309
 Epoch [4/20], Step[40/483], loss: 0.8623
 Epoch [4/20], Step[50/483], loss: 0.9464
 Epoch [4/20], Step[60/483], loss: 1.0195
 Epoch [4/20], Step[70/483], loss: 0.8954
 Epoch [4/20], Step[80/483], loss: 1.0179
 Epoch [4/20], Step[90/483], loss: 0.7159
 Epoch [4/20], Step[100/483], loss: 0.7286
 Epoch [4/20], Step[110/483], loss: 0.8886
 Epoch [4/20], Step[120/483], loss: 0.9386
 Epoch [4/20], Step[130/483], loss: 0.8005
 Epoch [4/20], Step[140/483], loss: 0.8901
 Epoch [4/20], Step[150/483], loss: 0.8792
 Epoch [4/20], Step[160/483], loss: 0.9928
 Epoch [4/20], Step[170/483], loss: 0.6647
 Epoch [4/20], Step[180/483], loss: 0.9249
 Epoch [4/20], Step[190/483], loss: 0.9267
 Epoch [4/20], Step[200/483], loss: 0.6807
 Epoch [4/20], Step[210/483], loss: 0.8212
 Epoch [4/20], Step[220/483], loss: 0.7352
 Epoch [4/20], Step[230/483], loss: 0.6945
 Epoch [4/20], Step[240/483], loss: 0.8432
 Epoch [4/20], Step[250/483], loss: 0.8830
 Epoch [4/20], Step[260/483], loss: 0.5577
 Epoch [4/20], Step[270/483], loss: 0.8443
 Epoch [4/20], Step[280/483], loss: 0.7450
 Epoch [4/20], Step[290/483], loss: 0.6160
 Epoch [4/20], Step[300/483], loss: 0.8493
 Epoch [4/20], Step[310/483], loss: 0.8618
 Epoch [4/20], Step[320/483], loss: 0.9064
 Epoch [4/20], Step[330/483], loss: 0.8556
 Epoch [4/20], Step[340/483], loss: 0.8257
 Epoch [4/20], Step[350/483], loss: 0.7987
 Epoch [4/20], Step[360/483], loss: 0.6192
 Epoch [4/20], Step[370/483], loss: 0.5518
 Epoch [4/20], Step[380/483], loss: 0.7403
 Epoch [4/20], Step[390/483], loss: 0.8319
 Epoch [4/20], Step[400/483], loss: 0.7954
 Epoch [4/20], Step[410/483], loss: 0.6626
 Epoch [4/20], Step[420/483], loss: 0.7847
 Epoch [4/20], Step[430/483], loss: 0.7783
 Epoch [4/20], Step[440/483], loss: 0.7868
 Epoch [4/20], Step[450/483], loss: 0.6459
 Epoch [4/20], Step[460/483], loss: 0.9028
 Epoch [4/20], Step[470/483], loss: 0.9270
 Epoch [4/20], Step[480/483], loss: 0.5445
 ====> Epoch 4: Training loss: 398.3555
 ====> Epoch 4: Validation loss: 54.1786
 Epoch [5/20], Step[0/483], loss: 0.6868
 Epoch [5/20], Step[10/483], loss: 0.8033
 Epoch [5/20], Step[20/483], loss: 0.8435
 Epoch [5/20], Step[30/483], loss: 0.7882
 Epoch [5/20], Step[40/483], loss: 0.8262
 Epoch [5/20], Step[50/483], loss: 0.9019
 Epoch [5/20], Step[60/483], loss: 0.9616
 Epoch [5/20], Step[70/483], loss: 0.8597
 Epoch [5/20], Step[80/483], loss: 1.0112
 Epoch [5/20], Step[90/483], loss: 0.7011
 Epoch [5/20], Step[100/483], loss: 0.7099
 Epoch [5/20], Step[110/483], loss: 0.8489
 Epoch [5/20], Step[120/483], loss: 0.8967
 Epoch [5/20], Step[130/483], loss: 0.7723
 Epoch [5/20], Step[140/483], loss: 0.8726
 Epoch [5/20], Step[150/483], loss: 0.8619
 Epoch [5/20], Step[160/483], loss: 0.9522
 Epoch [5/20], Step[170/483], loss: 0.6666
 Epoch [5/20], Step[180/483], loss: 0.9024
 Epoch [5/20], Step[190/483], loss: 0.9142
 Epoch [5/20], Step[200/483], loss: 0.6630
 Epoch [5/20], Step[210/483], loss: 0.8162
 Epoch [5/20], Step[220/483], loss: 0.7111
 Epoch [5/20], Step[230/483], loss: 0.6782
 Epoch [5/20], Step[240/483], loss: 0.8162
 Epoch [5/20], Step[250/483], loss: 0.8563
 Epoch [5/20], Step[260/483], loss: 0.5471
 Epoch [5/20], Step[270/483], loss: 0.8188
 Epoch [5/20], Step[280/483], loss: 0.7207
 Epoch [5/20], Step[290/483], loss: 0.5992
 Epoch [5/20], Step[300/483], loss: 0.8296
 Epoch [5/20], Step[310/483], loss: 0.8224
 Epoch [5/20], Step[320/483], loss: 0.8730
 Epoch [5/20], Step[330/483], loss: 0.8192
 Epoch [5/20], Step[340/483], loss: 0.8067
 Epoch [5/20], Step[350/483], loss: 0.7665
 Epoch [5/20], Step[360/483], loss: 0.5884
 Epoch [5/20], Step[370/483], loss: 0.5413
 Epoch [5/20], Step[380/483], loss: 0.7387
 Epoch [5/20], Step[390/483], loss: 0.8187
 Epoch [5/20], Step[400/483], loss: 0.7862
 Epoch [5/20], Step[410/483], loss: 0.6322
 Epoch [5/20], Step[420/483], loss: 0.7571
 Epoch [5/20], Step[430/483], loss: 0.7865
 Epoch [5/20], Step[440/483], loss: 0.7720
 Epoch [5/20], Step[450/483], loss: 0.6420
 Epoch [5/20], Step[460/483], loss: 0.8739
 Epoch [5/20], Step[470/483], loss: 0.8970
 Epoch [5/20], Step[480/483], loss: 0.5333
 ====> Epoch 5: Training loss: 386.6705
 ====> Epoch 5: Validation loss: 54.0106
 Epoch [6/20], Step[0/483], loss: 0.6682
 Epoch [6/20], Step[10/483], loss: 0.8101
 Epoch [6/20], Step[20/483], loss: 0.8248
 Epoch [6/20], Step[30/483], loss: 0.7688
 Epoch [6/20], Step[40/483], loss: 0.8218
 Epoch [6/20], Step[50/483], loss: 0.8529
 Epoch [6/20], Step[60/483], loss: 0.9415
 Epoch [6/20], Step[70/483], loss: 0.8593
 Epoch [6/20], Step[80/483], loss: 0.9674
 Epoch [6/20], Step[90/483], loss: 0.6792
 Epoch [6/20], Step[100/483], loss: 0.6983
 Epoch [6/20], Step[110/483], loss: 0.8301
 Epoch [6/20], Step[120/483], loss: 0.8769
 Epoch [6/20], Step[130/483], loss: 0.7506
 Epoch [6/20], Step[140/483], loss: 0.8595
 Epoch [6/20], Step[150/483], loss: 0.8338
 Epoch [6/20], Step[160/483], loss: 0.9459
 Epoch [6/20], Step[170/483], loss: 0.6364
 Epoch [6/20], Step[180/483], loss: 0.8814
 Epoch [6/20], Step[190/483], loss: 0.8930
 Epoch [6/20], Step[200/483], loss: 0.6680
 Epoch [6/20], Step[210/483], loss: 0.7952
 Epoch [6/20], Step[220/483], loss: 0.7051
 Epoch [6/20], Step[230/483], loss: 0.6685
 Epoch [6/20], Step[240/483], loss: 0.7809
 Epoch [6/20], Step[250/483], loss: 0.8382
 Epoch [6/20], Step[260/483], loss: 0.5432
 Epoch [6/20], Step[270/483], loss: 0.7976
 Epoch [6/20], Step[280/483], loss: 0.6972
 Epoch [6/20], Step[290/483], loss: 0.5786
 Epoch [6/20], Step[300/483], loss: 0.8123
 Epoch [6/20], Step[310/483], loss: 0.8187
 Epoch [6/20], Step[320/483], loss: 0.8537
 Epoch [6/20], Step[330/483], loss: 0.8075
 Epoch [6/20], Step[340/483], loss: 0.7912
 Epoch [6/20], Step[350/483], loss: 0.7594
 Epoch [6/20], Step[360/483], loss: 0.5842
 Epoch [6/20], Step[370/483], loss: 0.5406
 Epoch [6/20], Step[380/483], loss: 0.7219
 Epoch [6/20], Step[390/483], loss: 0.7998
 Epoch [6/20], Step[400/483], loss: 0.7691
 Epoch [6/20], Step[410/483], loss: 0.6223
 Epoch [6/20], Step[420/483], loss: 0.7406
 Epoch [6/20], Step[430/483], loss: 0.7608
 Epoch [6/20], Step[440/483], loss: 0.7631
 Epoch [6/20], Step[450/483], loss: 0.6310
 Epoch [6/20], Step[460/483], loss: 0.8498
 Epoch [6/20], Step[470/483], loss: 0.8763
 Epoch [6/20], Step[480/483], loss: 0.5102
 ====> Epoch 6: Training loss: 377.2585
 ====> Epoch 6: Validation loss: 54.4337
 Epoch [7/20], Step[0/483], loss: 0.6665
 Epoch [7/20], Step[10/483], loss: 0.7556
 Epoch [7/20], Step[20/483], loss: 0.8046
 Epoch [7/20], Step[30/483], loss: 0.7596
 Epoch [7/20], Step[40/483], loss: 0.8040
 Epoch [7/20], Step[50/483], loss: 0.8565
